stack,nb_occurences,hunspell_bo
ཤཱཾ,202,0
ཤཻ,201,0
་ི,200,0
ཏཱྃ,200,0
ཏྣཱ,200,0
མོ༷,200,0
དྦ,198,0
ཛྷི,197,0
གྷྲཱ,196,0
རྟཱི,196,0
སུ༵,196,0
སུྃ,196,0
དྡྷཾ,193,0
ཤྩཱ,193,0
ཥྞི,193,0
སྱོ,193,0
གྲཾ,191,0
མཱུྃ,190,0
ཏུ༵,187,0
ནྨཱ,187,0
བྷྱཾ,187,0
རྞཱ,187,0
རྻུ,187,0
ལྱེ,187,0
པླ,185,0
མོ༵,185,0
སྒྲླ,185,0
བོ༷,184,0
ཁོ༷,183,0
ཅ༵,183,0
ཉཾ,183,0
ཎྛ,183,0
དྦི,183,0
བྡྷ,183,0
ལྟ༷,183,0
བྷྱེ,182,0
ཊྚེ,180,0
ཌྷཱ,179,0
ཏྭཱཾ,179,0
ནོ༷,178,0
རྦཾ,178,0
ཥྨཱ,178,0
ཝོ,177,1
ཥྚཱི,177,0
སྣི,177,1
ཏྶྱ,176,0
ཛཱཾ,176,0
དཱེ,175,0
བྱ༵,175,0
མཱྃ,175,0
ཡ༵,174,0
ཊྚཱ,173,0
ཎྱཱ,173,0
རྒྱ༷,172,0
རྠཱ,171,0
ཥྞཱ,170,0
གླཱ,168,0
ཡྻ,168,0
ནཱྃ,167,0
སྣྲེ,167,1
ཀྐུ,166,0
པིཾ,165,0
དཱཾ,164,0
སྱཾ,164,0
ཧྥ,164,1
གྡྷ,163,0
པོཾ,163,0
ཤེ༵,163,0
ཀྵྨཱི,161,0
རྣྲི,161,0
ཌྒ,160,0
ཏྤྲ,160,0
སྣྲུ,160,1
དོ༵,159,0
པྟི,159,0
རྦྦཱ,159,0
ཊྚི,158,0
ཌྜྷྱ,158,0
ཎྚེ,158,0
ཏྲིཾ,158,0
ཀླྀ,157,0
ཛྙེ,157,0
རྲ,157,0
ངྒྷ,156,0
ཡེ༷,156,0
ལྤཱ,156,0
པྱཱ,155,0
བྲཱི,155,0
བྷྲུ,155,0
ཛྙོ,154,0
སྟཱི,154,0
སླི,154,1
སྨིཾ,153,0
གཻ,152,0
གྱི༵,152,0
ཎྱཻ,151,0
ཨཱྃ,151,0
ལེ༷,150,0
ཥྚེ,150,0
ཀྑ,149,0
ཏྤུ,149,0
དྠ,149,0
ཡྲུ,149,0
སེཾ,149,0
ཀྵུྃ,148,0
གྒ,148,0
དྦྷི,148,0
ཚཾ,148,0
ལླུ,148,0
སྫ,148,0
ཕྲོཾ,147,0
སྣཱ,147,0
ང྄,146,0
པྲཾ,146,0
བྷཽ,146,0
ཎྚི,145,0
རྒྒ,145,0
ཧྣི,145,0
ཀ༷,144,0
ངྒུ,144,0
ཪྵི,144,0
དྷྱེ,143,0
ཥྚྭཱ,143,0
སྐྱེ༷,143,0
ཏྟྭ,142,0
ཞེ༷,142,0
སྲུཾ,142,0
ལྕཾ,141,0
པྶ,140,0
ཚོ༵,140,0
རྱཾ,140,0
ཛི༷,139,0
རྗེ༵,138,0
ཊཱཾ,137,0
ཐེུ,137,0
ཙྭ,137,0
རྺ,137,0
ཧྱཱ,137,0
ི༹,136,0
རྤ,135,0
སྠུ,135,0
ཏ༷,134,0
རྡྷཱ,134,0
སྟྲཻ,134,0
ཀྲཱུ,133,0
རིཾ,133,0
ནྟྱ,132,0
ཤྲིཾ,132,0
ཏྟོ,131,0
ཏྲྃ,131,0
རྠེ,131,0
རྦྷཱ,131,0
སྲཱ,131,0
ཁ༵,130,0
ཉྩུ,130,0
ཏྲཱྀ,130,0
དྲ༷,129,0
དྷཽ,129,0
དྻ,129,0
ཛྫི,129,0
གི༵,128,0
ངྲ,128,0
ནྠཱ,128,0
ཡིི,128,0
ཕྲུཾ,127,0
བྷྲཾ,127,0
ཟྭ,127,1
རྒྱ༵,127,0
རྦྲྀ,127,0
ལཽ,127,0
ཥཱུ,127,0
ཥྚྲཱི,127,0
ཀྱིི,126,0
ཏྃ,126,0
པཻ,126,0
རྦྷུ,126,0
ཥྱེ,126,0
སྟྲྀ,126,0
ཏྭཱི,125,0
པྶཱ,125,0
ཟ༵,125,0
ལྷ༷,125,0
ཐཱི,124,0
དྷྲ,124,0
ལཻ,124,0
ཤྣུ,124,0
་ོ,123,0
ཀྩི,123,0
ཏྶི,123,0
ནྱཻ,123,0
རྻུྃ,123,0
ཧྲེ,123,1
ཀོཾ,122,0
ཎཻ,122,0
དྷཱཾ,122,0
གུཾ,121,0
ཅུ༷,121,0
ཐ༵,121,0
དྷྲུ,121,0
།ྂ,120,0
ཎྱཾ,120,0
ལྐ,120,1
ཤླི,120,0
སྱཱཾ,120,0
ཀྲུཾ,119,0
ནྷ,119,0
འོ༵,119,0
ཡྟོ,119,0
ཎཽ,118,0
ཙྱུ,118,0
རྞྞཱ,118,0
རྡོ༵,118,0
ཧྞེ,118,0
གྷྱ,117,0
དྲཱུཾ,117,0
བྷུཾ,117,0
ྈྐ,117,0
ིུ༹,116,0
དྲཱི,116,0
ཆུ༷,115,0
ར྄,115,0
རྗེ༷,115,0
ལྔ༷,115,0
སྭཾ,115,0
ཀྵཱཾ,114,0
ངོ༵,114,0
པྲཱྀ,114,0
ཤྭོ,114,0
སྟྭྃ,114,0
སྲཾ,114,0
གྱིི,113,0
པླུ,113,0
མུྃ,113,0
མྱཱ,113,0
རི༵,113,0
ལཱྃ,113,0
སྔ༷,113,0
ཀྠ,112,0
དྞ,112,0
ནྣེ,112,0
ནྶུ,112,0
ཙྭི,112,0
རྟྲྀ,112,0
༑ུ,111,0
ནྭཱ,111,0
མྨུ,111,0
ཛིཾ,111,0
ཧཱྃ,111,0
ཌྷི,110,0
ཎྜུ,110,0
དྷྭི,110,0
ནྟཽ,110,0
མྦྷོ,110,0
ཛྃ,110,0
རྠཾ,110,0
ཥྛཱི,110,0
སྟྱ,110,0
ཀྟྭ,109,0
ཀྵྨཱ,109,0
གེ༵,109,0
ངྷཱུ,109,0
ཉི༵,109,0
ད྄,109,0
དྡ,109,0
དྦྷྱཱཾ,109,0
དྷྱཾ,109,0
ཛཻ,109,0
རྵཱ,109,0
ཤྲཱྀ,109,0
ཨུཾ,109,0
མྲཱ,108,0
རྣཱ,108,0
ཊྱ,107,0
ལྱཾ,107,0
ཀ༵,106,0
གྷཱུ,106,0
ཏྟྲ,106,0
དྲུཾ,106,0
མྦྷཱ,106,0
ཙ༷,106,0
ཤི༷,106,0
ཤྃ,106,0
སྐྲི,106,1
ཅུ༵,105,0
ཌྷཾ,105,0
ཚ༵,105,0
ཛ྄,104,0
ཡེ༵,104,0
རྷི,104,0
ཧཱིཾ,104,0
ཀྐཱ,103,0
ཏྲྱ,103,0
ནྚ,103,0
ཛྙི,103,0
ཛྱཾ,103,0
ཡྲ,103,0
རྡྷི,103,0
ལྲི,103,0
ལླཱ,103,0
སྤཱ,103,0
ཧྲེཾ,103,0
གྷྲཱི,102,0
ཉ༷,102,0
ཉྭ,102,1
རྱེ,102,0
ཥྟ,102,0
སོུ,102,0
སྐུ༵,102,0
སྣ༷,102,0
སྣཾ,102,0
ྉྤ,102,0
ཆི༷,101,0
དི༵,101,0
དྲཾ,101,0
ཕུཾ,101,0
ཙྪོ,101,0
རྒྱུ༷,101,0
ལྔ༵,101,0
ཤྣ,101,0
ཧྲཽཾ,101,0
ཉེ༷,100,0
བཱེ,100,0
རྦྷི,100,0
གྎ,99,0
ཌྜ,99,0
ཌྷྭེ,99,0
ཎྲ,99,0
ཏྱོ,99,0
དྻུ,99,0
ནྱཾ,99,0
ནྶི,99,0
བུ༵,99,0
ཛྷཻ,99,0
ཤ༷,99,0
སྟཻ,99,0
སྭཽ,99,0
ཀྵྞུ,98,0
གྲོ༵,98,0
ངྐཱ,98,0
ཐྱཱ,98,0
ཛཱུ,98,0
ཛྲཱྀཾ,98,0
ཛྷཱ,98,0
ཡུྃ,98,0
སཱོ,98,0
སྫི,98,0
གོ༵,97,0
ཉྫཱ,97,0
ཝེཾ,97,0
ཪྐ,97,0
ཎྞ,96,0
ནྴཱ,96,0
པྟཾ,96,0
བླི,96,1
བྷྲཱུ,96,0
རྞེ,96,0
ཅི༵,95,0
ཏྶཾ,95,0
རྣྲྀ,95,0
ཁྲཽཾ,94,0
ཕྱི༷,94,0
བླ༷,94,0
ཛཽ,94,0
སྐཾ,94,0
སྤྱེ,94,1
ཉྫེ,93,0
མྦེ,93,0
ཙྱོ,93,0
རྐྐ,93,0
སྟྲཾ,93,0
ཧྲཾ,93,0
ཀྐེ,92,0
ཛྲྀ,92,0
རྒཱ,92,0
རྞོ,92,0
སྔཽ,92,0
བྲཾ,91,0
བྷྲུྃ,91,0
ཝཽ,91,0
ལློ,91,0
ལྷི,91,1
ཧྱཾ,91,0
ཏྶཱི,90,0
ཕཾ,90,0
རྗ,90,1
ཥྤཱ,90,0
སྠཱུ,90,0
ཀྵཱུ,89,0
ཀྵྨཱཾ,89,0
ནྨུ,89,0
ནྭི,89,0
བཱཻ,89,0
བྷཱུཾ,89,0
མྦྷུ,89,0
སྦི,89,1
སླྀ,89,0
ཁཽ,88,0
ནྣཾ,88,0
ཛྷཾ,88,0
རྡྷེ,88,0
དྲི༷,87,0
བྷྱི,87,0
རོ༷,87,0
སྟཱུ,87,0
གཱཾ,86,0
ཝཱཾ,86,0
རྞྞུ,86,0
སྟཽ,86,0
སྭི,86,0
སྱུ,86,0
ཧོཾ,86,0
ངཱ,85,0
ཅོ༷,85,0
དྦྷུ,85,0
པྲུ,85,1
མྦྷཱི,85,0
ཙྱཱ,85,0
རྟྟཱ,85,0
ལྨ,85,0
ཤྲཱིཾ,85,0
ཤླེ,85,0
ཥྲ,85,0
ཎྛི,84,0
ཏེ༵,84,0
དྨི,84,0
བྱཱུ,84,0
རེ༷,84,0
སུུ,84,0
སྨྱེ,84,1
ཀླཱི,83,0
གྨ,83,0
ཏྣཱི,83,0
དྡྷཻ,83,0
དྭཻ,83,0
ནྡཱི,83,0
ནྦི,83,0
པེཾ,83,0
མྦོ,83,0
ཙྃ,83,0
རྦྦཾ,83,0
ལེ༵,83,0
སྐུ༷,83,0
ཧྨཱ,83,0
ངེ༷,82,0
ཏོཾ,82,0
ཏྭོ,82,1
མྨཱ,82,0
འ༵,82,0
རྤི,82,0
ཥྚྲཱ,82,0
ཁྲཾ,81,0
ངྑ,81,0
ཉྩཽ,81,0
ཐོ༵,81,0
བྱེ༷,81,0
མྦྷེ,81,0
མྺ,81,0
ལོ༵,81,0
ཤྩྱོ,81,0
དྦྷྱ,80,0
རྐཱ,80,0
ལྤི,80,1
ཥྨི,80,0
ཥྱཾ,80,0
སྟེ༵,80,0
ཪྦྷ,80,0
ཪྻཾ,80,0
གྴ,79,0
ནྫ,79,0
རྟྨ,79,0
སྣ༵,79,0
ནྦྷུ,78,0
བཾཾ,78,0
བྱཻ,78,0
མྣཱ,78,0
ཛ༷,78,0
ལྀཾ,78,0
ཤྩུ,78,0
ཉིུ,77,0
བུུ,77,0
རྞྞཾ,77,0
རྩ༷,77,0
ཤྨི,77,0
ཧྭེ,77,0
ཀྟུ,76,0
ཏྠཱ,76,0
དྣ,76,0
ནྦྷ,76,0
བྷྱཽ,76,0
ཤིཾ,76,0
སྠཱི,76,0
ཨྱོ,76,0
ཌྷཽ,75,0
ཏྟཱཾ,75,0
དྷྱཻ,75,0
ཛྫཱ,75,0
རྻཾ,75,0
སྠེ,75,0
ཪྩི,75,0
ངྠ,74,0
དུུ,74,0
དྷྨཱ,74,0
རྞཾ,74,0
རྦྦི,74,0
ཧྣེ,74,0
ཎྞཱ,73,0
དྱཽ,73,0
ནྡྲེ,73,0
བོ༵,73,0
རྨྨི,73,0
རྩྪ,73,0
རྵྱ,73,0
ལྱི,73,0
ལྲ,73,0
ཁྱཾ,72,0
ཏྐྲྀ,72,0
ཏྟུ,72,0
དྒཱ,72,0
དྡཱ,72,0
བྷཱུྃ,72,0
ཡྻཱ,72,0
ཥྩ,72,0
ཧྲཱ,72,0
ཀྴྱ,71,0
ཀྶ,71,0
དྷཻ,71,0
ནྔྷ,71,0
ནྟྲྀ,71,0
ཙྲ,71,0
ཞིི,71,0
རྞྞི,71,0
ཤྲྀཾ,71,0
ཧྣུ,71,0
ཀླཱ,70,0
ཀྵཽ,70,0
ཆ༵,70,0
དྡྷིཾ,70,0
དྤ,70,0
པྶི,70,0
བློ༷,70,0
མྤྲ,70,0
ཡ྄,70,0
རྒྱེ,70,1
རྦྷཱུ,70,0
ཥྛེ,70,0
སྟྲཱ,70,0
སྨཱི,70,0
་ུ,69,0
གྡྷཱ,69,0
ཊྭཱ,69,0
ནྱུ,69,0
ཕྷོ,69,0
ཟུ༷,69,0
འཾ,69,0
རྣ༷,69,0
ཤ༵,69,0
ཤླ,69,0
སེ༵,69,0
གྦྷི,68,0
གྦྷྱཱཾ,68,0
གྲ༷,68,0
ཉཱ,68,0
དྒྷ,68,0
དྷྭཱ,68,0
པྣ,68,0
བྱེ༵,68,0
ཛོ༷,68,0
ཡོ༵,68,0
རྗུ,68,1
ཥྚྲ,68,0
ཇི༵,67,0
ཌྭཱ,67,0
དླྀ,67,0
ནྟྲཱ,67,0
བྷྲེ,67,0
ཛྙཱི,67,0
ཥཽ,67,0
གོཾ,66,0
དྟ,66,0
ཙྖྒ྄ཻ,66,0
ལྤོ,66,1
ཤྩེ,66,0
ཨཱིཾ,66,0
ཀྱཾ,65,0
གྨོ,65,0
ཎྜཱུ,65,0
ཎྜཾ,65,0
དྱཱཾ,65,0
ནྟཱཾ,65,0
ཕྲིཾ,65,0
མཻཾ,65,0
མླྀ,65,0
རྒྷཱ,65,0
སྑ,65,0
་ཾ,64,0
ཀྲིཾ,64,0
གླཽ,64,0
ཌྷེ,64,0
ཐུ༷,64,0
ཕ༵,64,0
མིི,64,0
ལྒུ,64,1
ཤླཱ,64,0
ཀྟཱཾ,63,0
གྷཱི,63,0
ངྒཱི,63,0
དྷྨ,63,0
བྲཱྀ,63,0
ཞ༵,63,0
ཡྱོ,63,0
ཥྐུ,63,0
ཧླཱ,63,0
ྈ,63,0
ཏྣཾ,62,0
དྭཽ,62,0
ནྩ,62,0
ཛྲཱྀ,62,0
རྣ༵,62,0
ལྤེ,62,1
ཤྣཱ,62,0
ཤྲཱུ,62,0
སྤི,62,1
ཀྟུཾ,61,0
ཊུཾ,61,0
པྟོ,61,0
ཕེ༷,61,0
བྲ༷,61,0
མྷ,61,0
འིྃ,61,0
རྩྩ,61,0
རྶ,61,0
ཥྚཽ,61,0
སྒྱ,61,1
ཨེཾ,61,0
ཪྴི,61,0
ཀྣུ,60,0
ཁཻ,60,0
ངྷཱི,60,0
ཉྪ,60,0
ཌྷྭཾ,60,0
དྦཱ,60,0
པྶྱ,60,0
ཟོ༷,60,0
སྨོཾ,60,0
ཪྻེ,60,0
ཀྵྨཾ,59,0
གུུ,59,0
གྟ,59,0
གྣཱི,59,0
ངེ༵,59,0
དྲཱུྃ,59,0
དྲཱྀ,59,0
དྲྱ,59,0
བླ༵,59,0
མྤི,59,0
ཚི༵,59,0
ཛྱཻ,59,0
རྫཱ,59,0
རྲི,59,0
སྐི,59,1
སྲུྃ,59,0
ཨཱུཾ,59,0
ཪྤ,59,0
ཀུ༷,58,0
ཀྵཻ,58,0
དྐུ,58,0
དྱཻ,58,0
ནྭཱི,58,0
བྡྷི,58,0
མྤཱ,58,0
མྱཾ,58,0
ལྷྭ,58,0
སྟྱཱ,58,0
ཧྭཱཾ,58,0
ཪྠ,58,0
གུ༷,57,0
ངྷོ,57,0
ཉྞི,57,0
ཏླྀ,57,0
ཐྱེ,57,0
དྦྷཱུ,57,0
ལྟ༵,57,0
ཀྩ,56,0
ཀྵྨེ,56,0
ངྔྷཱ,56,0
ཉྩོ,56,0
ནཱིཾ,56,0
པཱྃ,56,0
པླྀ,56,0
རྔྷ,56,0
ལྱོ,56,0
ཎྱོ,55,0
ཏྟཱི,55,0
ཏྲཽ,55,0
ནྜི,55,0
ཕོ༷,55,0
མྣི,55,0
ཚྲྀ,55,0
རྀཾ,55,0
ཥྚོཾ,55,0
སྒོ༷,55,0
སྫོ,55,0
་ཱ,54,0
ཀོ༷,54,0
ཀྶཱ,54,0
ཋུ,54,0
ཌྱཱ,54,0
ཌྲུ,54,0
ནྡྷཱུ,54,0
བྷཱཾ,54,0
ཛི༵,54,0
ཞེ༵,54,0
ཡྲྀ,54,0
རྦྷྱཱཾ,54,0
ཤོ༷,54,0
ཥྚྲི,54,0
ཥྛཾ,54,0
སྒོ༵,54,0
ངྷྲྀ,53,0
ཆུཾ,53,0
ནིཾ,53,0
ཙྩི,53,0
རྗོ༵,53,0
རྦཱི,53,0
ཧྲོཾ,53,0
ཀྠི,52,0
ཁྲོ༷,52,0
གྣཱ,52,0
གྷུཾ,52,0
ངྷྭ,52,0
ཉོ༷,52,0
ཏྣོ,52,0
དྻཱ,52,0
ཕྲ༷,52,0
མྦཱུ,52,0
ཙུཾ,52,0
རྔཾ,52,0
རྩ༵,52,0
སྷ,52,0
གྡྷི,51,0
གྷཻ,51,0
ཌྦྷྱཱཾ,51,0
ཏྦྷ,51,0
མླ,51,0
ཙྩཱ,51,0
ཛྷུ,51,0
རྒྲྀ,51,0
རྤྤ,51,0
རྦྦེ,51,0
རྩོ༷,51,0
ལཱྀཾ,51,0
ཥྐཾ,51,0
ཥྵཱ,51,0
ཧྲཱཾ,51,0
༹ཾ,50,0
ཀྴོ,50,0
དྐ,50,0
ནྡྷྱ,50,0
པྱཾ,50,0
མྣ,50,0
ཛུཾ,50,0
ཛྫུ,50,0
འཽ,50,0
རྡྡ,50,0
རྡྡྷ,50,0
ཥླྀ,50,0
སྭཻ,50,0
ཪྼྀ,50,0
ཊྛི,49,0
ཏཱེ,49,0
དྲེཾ,49,0
བྱི༵,49,0
རྟ༷,49,0
རྵི,49,0
ལུཾ,49,0
ལ྄,49,0
ལྦི,49,1
ཧེཾ,49,0
ཨཽཾ,49,0
ཪྵཱི,49,0
ཪྵེ,49,0
ཀྵྃ,48,0
གྱཱ,48,0
ངྔྷོ,48,0
ཌྲ,48,0
ཐུ༵,48,0
དྷིཾ,48,0
ནྡྱ,48,0
བྂ,48,0
བྫ,48,0
མྱ༷,48,0
མླཱ,48,0
ཚྡེ,48,0
རཱྀཾ,48,0
རྒྷོ,48,0
རྩེ༷,48,0
ཤྲཾ,48,0
ཥྐི,48,0
ཪྷ,48,0
་ྭྃྭྃ,47,0
ཀྟྲ,47,0
ཁྲྀ,47,0
ཌྷུ,47,0
ཏྐུ,47,0
ཏྱཱཾ,47,0
དྡྷཱི,47,0
ནྤ,47,0
ནྴ,47,0
བྷྱུ,47,0
མྷི,47,0
ཙ྄,47,0
ཛྲཾ,47,0
རྞྞོ,47,0
རྦྱ,47,0
རྨཾ,47,0
ཤྩྱུ,47,0
ཀྵྨི,46,0
ཁེུ,46,0
ཅོ༵,46,0
ཅིི,46,0
ཌྃ,46,0
ཌྷྱ,46,0
དྒུ,46,0
ནྜེ,46,0
པྟིཾ,46,0
པྲཽ,46,0
མྲུ,46,0
ཛྙཱཾ,46,0
རྠཱི,46,0
ལུ༷,46,0
ཤྱོ,46,0
࿌,46,0
ཀྵྱཱ,45,0
ཌྦྷི,45,0
ཎཱྃ,45,0
ཐིཾ,45,0
ཐྲི,45,1
ཐླྷིཾ,45,0
ཕྱཱ,45,0
ཛ༵,45,0
ཛྙཽཾ,45,0
ཛྲཱཾ,45,0
ཟི༷,45,0
འུྃ,45,0
རྞྞྱ,45,0
རྣུ,45,1
ལྐཱ,45,0
སྒྲ༷,45,0
ཨ༵,45,0
ཀྟྱཱ,44,0
ཀྣ,44,0
གྷྃ,44,0
ཉ༵,44,0
ཎྀ,44,0
ཏྲུྃ,44,0
དྡེ,44,0
མླི,44,0
རིི,44,0
རྗཻ,44,0
རྡྷྭ,44,0
ཥྜཱ,44,0
ཧཱུ༵ྃ,44,0
ཆཻ,43,0
ཆོེ,43,0
ཉ྄,43,0
ཏྲཱུྃ,43,0
ཐེ༷,43,0
དྒི,43,0
དྦེ,43,0
ནྟྱཱ,43,0
ནྣོ,43,0
པྶཱི,43,0
བྩོ,43,0
རོ༵,43,0
རྡོ༷,43,0
རྡྷཾ,43,0
ལྷ༵,43,0
སྒྱུ༷,43,0
སྩུ,43,1
ཧྣཱ,43,0
ཀྵཱིཾ,42,0
གྒུ,42,0
གྱཾ,42,0
ཆཽ,42,0
ཇཾ,42,0
ཌྜྷ,42,0
ནྔྷི,42,0
ནྱཱཾ,42,0
མླེ,42,0
ཝྣ,42,0
རྒི,42,1
རྞྞེ,42,0
རྡཱ,42,0
རྨྨོ,42,0
ལོཾ,42,0
ཥྵ,42,0
སོཾ,42,0
སྒོཾ,42,0
ཪྵྱ,42,0
ཀཽཾ,41,0
གིི,41,0
ཆཾ,41,0
ཉྩཾ,41,0
ཊྃ,41,0
ཏྟྱ,41,0
ཏྶེ,41,0
བློ༵,41,0
བླཾ,41,0
མེཾ,41,0
མྤུ,41,0
རྵཱི,41,0
རྷཱ,41,0
ཥྠི,41,0
སྐུུ,41,0
ཧོ༵,41,0
ཁྲི༷,40,0
གྨི,40,0
གྷྣི,40,0
ངྷྱ,40,0
ཏྟྲི,40,0
དྡྷུ,40,0
དྷྃ,40,0
དྷྲཱུ,40,0
ནྣུ,40,0
བྷེཾ,40,0
ཛྞཽཾ,40,0
ཟུ༵,40,0
རྞྱ,40,0
རྤཱ,40,0
རྦྷྱ,40,0
རྵུ,40,0
ཥྚུཾ,40,0
སྐྱེ༵,40,0
ཧྲཱྀ,40,0
ཧླྀ,40,0
ཨཻཾ,40,0
ཪྻོ,40,0
ཀླཱྀ,39,0
ཁྲོ༵,39,0
གྲཽ,39,0
ངྒཾ,39,0
ཉླི,39,0
ཊཱུ,39,0
ཊྭཾ,39,0
ཊྶུ,39,0
ཏུུ,39,0
ཏྶྲྀ,39,0
ཐྭཱི,39,0
དྡི,39,0
ནྦ,39,0
པྱེ,39,1
བོཾ,39,0
རྒྱུ༵,39,0
རྩཱ,39,0
ལྡ༷,39,0
སྟྲེ,39,0
སྭཱི,39,0
སྶཱ,39,0
ཀྲེཾ,38,0
གྱྀ,38,0
ངྒྷཱ,38,0
ངྱ,38,0
ཅེ༷,38,0
ཉྩེ,38,0
ཎྛཱ,38,0
ཎྛེ,38,0
ཏ༵,38,0
ཏྤཱུ,38,0
ཕཱུ,38,0
མྲོ,38,0
ཙོ༷,38,0
ཙྲྀ,38,0
རྟེ༷,38,0
རྠོ,38,0
ཪྻུ,38,0
ཀྵྭ,37,0
ཀྵྼ,37,0
ངྷྭཾ,37,0
ཉྱོ,37,0
ཏྤི,37,0
དྱི,37,0
ནྡཾ,37,0
ནྡྷཱི,37,0
ཕྱི༵,37,0
བྲ༵,37,0
ཞཻ,37,0
ཟླ༷,37,0
ཡུ༷,37,0
རྟྱ,37,0
རྡྲ,37,0
ལྡ༵,37,0
ཥྀ,37,0
ཥྛུ,37,0
ཥྞཾ,37,0
སྟྃ,37,0
སྥཱི,37,0
སྨྼྻུཾ,37,0
སྭཱྃ,37,0
སྶི,37,0
ཧླཱྀ,37,0
ཪྵུ,37,0
།༵,36,0
༤ི,36,0
ཀྨྱ,36,0
ཀྭཱ,36,0
གྦྷྱ,36,0
གྲུ༷,36,0
ཐྱོ,36,0
ནོཾ,36,0
ནྔ,36,0
པྤུ,36,0
བྷྣོ,36,0
ཚཱི,36,0
རཱེ,36,0
རྐི,36,1
རྟྟུ,36,0
ཥྞོ,36,0
ཧཱུྃཾ,36,0
ཨོ༵ཾ,36,0
ཀྐཱི,35,0
ཀྠཾ,35,0
ཁཱཾ,35,0
གྫ,35,0
ཅྲུཾ,35,0
ཎྭ,35,0
ཏྠཾ,35,0
ཏྭཻ,35,0
དིི,35,0
དྨ༵,35,0
ནྟྱེ,35,0
ནྡཱུ,35,0
ནྡྲོ,35,0
ཕྃ,35,0
བྷྲིཾ,35,0
ཙྻུ,35,0
ཛེ༵,35,0
ཝྲ,35,0
རྐྵྱ,35,0
རྦྱཱ,35,0
ཤྲཽ,35,0
ཥྚྀ,35,0
ཥྚྭ,35,0
ཥྚྲོ,35,0
སྠཽ,35,0
སྲོི,35,0
ཧྷ,35,0
ེ༹,34,0
ཁྲུཾ,34,0
གླཻ,34,0
གྷྲིཾ,34,0
ངྴ,34,0
ཉིཾ,34,0
ནུཾ,34,0
ནྫི,34,0
བྡྷཱ,34,0
བྷྲྀཾ,34,0
ཙྩཻ,34,0
ཟེ༷,34,0
རིེ,34,0
རྣེ,34,1
རྴྭ,34,0
རྻེ,34,0
སྒྲོཾ,34,0
ཨྭ,34,0
ཪྞ,34,0
ཪྟ,34,0
་྄,33,0
ཀྲཽ,33,0
ཀྵྞཱ,33,0
ཁྲི༵,33,0
ངྔྷེ,33,0
ཇོ༷,33,0
ཊྭ,33,0
ཎྃ,33,0
ཏྠི,33,0
དྡྷཱཾ,33,0
ནྀ,33,0
ནྶཱ,33,0
ནྶཽ,33,0
པྣོ,33,0
པྶུ,33,0
མྦྷཾ,33,0
ཙ༵,33,0
ཙཱཾ,33,0
ཞོ༷,33,0
རྐྲྀ,33,0
རྟཾ,33,0
རྡོེ,33,0
རྣྣ,33,0
ལྤཾ,33,0
ཤི༵,33,0
ཤུ༷,33,0
ཥྜ,33,0
སྟྲཱྀ,33,0
སྠོ,33,0
སྷཱོ,33,0
ཀྵྨྼྻུཾ,32,0
ཁྑཱ,32,0
ཅཾ,32,0
ཊཽ,32,0
ཊྱཱ,32,0
ཌྲྀ,32,0
ཏྶྭ,32,0
ནོ༵,32,0
ནྨི,32,0
པེ༷,32,0
ཛེཾ,32,0
ཛྫྷ,32,0
རྑ,32,0
རྒཱི,32,0
རྦྷོ,32,0
རྩྪི,32,0
ལྟི,32,1
ཤྩོ,32,0
ཥྟཱ,32,0
སྦྲྀ,32,0
གྱུ༵,31,0
གྲུཾ,31,0
གྷཱཾ,31,0
ཇ༷,31,0
ཌཻ,31,0
ཌྭ,31,0
ཏྣུ,31,0
ཏྱཽ,31,0
ཏྲྀཾ,31,0
ཐཽ,31,0
ཐྱཾ,31,0
དྦྲྀ,31,0
དྷྱུ,31,0
ནྔྷེ,31,0
ཕཱི,31,0
བྱཱཾ,31,0
བྷྣཱ,31,0
མིཾ,31,0
ཛྫྭ,31,0
ཟླ༵,31,0
འུཾ,31,0
འོེ,31,0
རཽཾ,31,0
རྫོ༷,31,0
ལཱེ,31,0
ལྦཱ,31,0
ལྷཽ,31,0
སྒཽ,31,0
སྒྱུ༵,31,0
སྔ༵,31,0
ཀྴུ,30,0
ཀྷ,30,0
ངྐེ,30,0
ངྷཱཾ,30,0
ཋཾ,30,0
ཌཽ,30,0
ཌྷེཾ,30,0
ཌྷྲ,30,0
ཎཱུ,30,0
དེྃ,30,0
དོཾ,30,0
དྷཱེ,30,0
བེཾ,30,0
བྱཱི,30,0
བྲུ༵,30,0
བླྀ,30,0
ཙླྀ,30,0
ཚི༷,30,0
ཛེ༷,30,0
ཡེཾ,30,0
རྵྚ,30,0
ཤྭཾ,30,0
ཥྚྲཱྀ,30,0
སྟ༷,30,0
སྩྱཽ,30,0
ཧྨེ,30,0
ཪྶ,30,0
།ུུ,29,0
ོེ༹,29,0
༽ུ,29,0
ཀྣོ,29,0
ཁྲཽ,29,0
གྷཽ,29,0
གྷྲྃ,29,0
ཇཱ,29,0
ཎྚོ,29,0
ཎྱུ,29,0
ཏིི,29,0
ཐྃ,29,0
ཐླིཾ,29,0
དྡྷྲྀ,29,0
དྱཱུ,29,0
དྲཽ,29,0
དྷུཾ,29,0
བཱྃ,29,0
བྷྣ,29,0
བྷྲཱྀ,29,0
བྷླཱ,29,0
ཛྲུཾ,29,0
ཛླུཾ,29,0
