stack,nb_occurences,hunspell_bo
ཎྜྷཱ,1,0
ཎྜྷཱུ,1,0
ཎྜྷཽ,1,0
ཎྜྷྜྛྚ,1,0
ཎྜྷྜྛྟ,1,0
ཎྜྷྟ,1,0
ཎྜྷྷ,1,0
ཎྜྻུ,1,0
ཎྞཽ,1,0
ཎྞྤུ,1,0
ཎྞྱ,1,0
ཎྞྱཱ,1,0
ཎྟཱ,1,0
ཎྟྟི,1,0
ཎྟྱཻ,1,0
ཎྟྲྀ,1,0
ཎྠེ,1,0
ཎྠོ,1,0
ཎྠྱཱཾ,1,0
ཎྡཱ,1,0
ཎྡཱི,1,0
ཎྡཱུ,1,0
ཎྡེ,1,0
ཎྡཾ,1,0
ཎྡྣ,1,0
ཎྡྱཱོ,1,0
ཎྡྱེ,1,0
ཎྡྱཾ,1,0
ཎྡྲཱ,1,0
ཎྡྲཱི,1,0
ཎྡྲུ,1,0
ཎྡྲོ,1,0
ཎྡྷི,1,0
ཎྡྷཾ,1,0
ཎྡྷྭེ,1,0
ཎྣེ,1,0
ཎྣཾ,1,0
ཎྤཱ,1,0
ཎྤཱཾ,1,0
ཎྤུ,1,0
ཎྦཱཾ,1,0
ཎྦྔྐུ,1,0
ཎྦྱོ,1,0
ཎྨུ,1,0
ཎྫྱེ,1,0
ཎྭྱཱ,1,0
ཎྰྸོ,1,0
ཎྱཱི,1,0
ཎྲོ,1,0
ཎྲྱ,1,0
ཎྲྲྀ,1,0
ཎྵཱི,1,0
ཎྵེ,1,0
ཎྶཱ,1,0
ཎྶི,1,0
ཎྶུ,1,0
ཎྶྠ,1,0
ཎྶྱ,1,0
ཎྷི,1,0
ཎྷཽ,1,0
ཎྷྱ,1,0
ཎྷྱཱི,1,0
ཎྷྱཾ,1,0
ཎྻེ,1,0
ཎྼཱ,1,0
ཎྼཾ,1,0
ཏེ༷༷,1,0
ཏཱྂ,1,0
ཏཾཾ,1,0
ཏྂ,1,0
ཏ྄ེ,1,0
ཏ྄ཾ,1,0
ཏྐྣཾ,1,0
ཏྐྭ,1,0
ཏྐྭི,1,0
ཏྐྭོ,1,0
ཏྐྱ,1,0
ཏྐྲཱི,1,0
ཏྐྵཱི,1,0
ཏྐྵྱ,1,0
ཏྑུ,1,0
ཏྒཱི,1,0
ཏྒུ,1,0
ཏྒེ,1,0
ཏྒཾ,1,0
ཏྔ,1,0
ཏྔཾ,1,0
ཏྙཾ,1,0
ཏྛྛ,1,0
ཏྜ,1,0
ཏྜཱ,1,0
ཏྜཱི,1,0
ཏྜི,1,0
ཏྜུ,1,0
ཏྜྜྷོ,1,0
ཏྞཱ,1,0
ཏྞེ,1,0
ཏྞྱ,1,0
ཏྟ༷,1,0
ཏྟི༷,1,0
ཏྟཱུཾ,1,0
ཏྟཱེ,1,0
ཏྟཱོ,1,0
ཏྟིི,1,0
ཏྟོཾ,1,0
ཏྟ྄,1,0
ཏྟྟི,1,0
ཏྟྱཱཾ,1,0
ཏྟྲཻ,1,0
ཏྟྲྱ,1,0
ཏྟྷཱ,1,0
ཏྟྷཾ,1,0
ཏྟྷྲྀ,1,0
ཏྟྼིཾ,1,0
ཏྠཱི,1,0
ཏྠྜྜྜྣ,1,0
ཏྠྱ,1,0
ཏྡཱུ,1,0
ཏྡཱཾ,1,0
ཏྡི,1,0
ཏྡུ,1,0
ཏྡཾ,1,0
ཏྡྐི,1,0
ཏྡྡྷ,1,0
ཏྡྨི,1,0
ཏྡྱཱ,1,0
ཏྡྱུ,1,0
ཏྡྲ,1,0
ཏྡྶྱ,1,0
ཏྡྷཱཾ,1,0
ཏྡྷེ,1,0
ཏྡྷྱཱ,1,0
ཏྡྷྲྀ,1,0
ཏྣ༵༵,1,0
ཏྣྚ,1,0
ཏྣྣ,1,0
ཏྣྱཱཾ,1,0
ཏྣྱོ,1,0
ཏྣྲ,1,0
ཏྤ༷,1,0
ཏྤིུ,1,0
ཏྤཻ,1,0
ཏྤྟ,1,0
ཏྤྣ,1,0
ཏྤྲུ,1,0
ཏྤྲཽ,1,0
ཏྤྲྀཾ,1,0
ཏྤླ,1,0
ཏྤྷཱ,1,0
ཏྥི,1,0
ཏྥྲ,1,0
ཏྦྲྀ,1,0
ཏྦྷྲ,1,0
ཏྨཽ,1,0
ཏྨྀ,1,0
ཏྨྦ,1,0
ཏྨྱཱཾ,1,0
ཏྨྱཾ,1,0
ཏྨྲྀ,1,0
ཏྩེ,1,0
ཏྩྨྭ,1,0
ཏྪུ,1,0
ཏྪེ,1,0
ཏྫ,1,0
ཏྫྙཱ,1,0
ཏྭ༷༷,1,0
ཏྭཱུ,1,0
ཏྭཱེ,1,0
ཏྭིཾ,1,0
ཏྭྨ,1,0
ཏྭྱཱ,1,0
ཏྭྲྀ,1,0
ཏྰྸོ,1,0
ཏྱ༵,1,0
ཏྱཱ༵,1,0
ཏྱཱི,1,0
ཏྱཱཽ,1,0
ཏྱཱྃ,1,0
ཏྱིཾ,1,0
ཏྱེཾ,1,0
ཏྱྶྦྷ,1,0
ཏྲི༵,1,0
ཏྲ༵ཾ,1,0
ཏྲི༷,1,0
ཏྲཱུ༵ྃ,1,0
ཏྲཱིུ,1,0
ཏྲཱྂ,1,0
ཏྲིྃ,1,0
ཏྲོུ,1,0
ཏྲཾཾ,1,0
ཏྲྤྶཱི,1,0
ཏྲྭ,1,0
ཏྲྭཱ,1,0
ཏྲྭཻ,1,0
ཏྲྭྃ,1,0
ཏྲྱཱི,1,0
ཏྲྱཱུ,1,0
ཏྲྱི,1,0
ཏྲྱོ,1,0
ཏྲྱཽ,1,0
ཏྲྻཱ,1,0
ཏློ,1,0
ཏླཾ,1,0
ཏླ྄,1,0
ཏླྱ,1,0
ཏླླུ,1,0
ཏྴ,1,0
ཏྴེ,1,0
ཏྴྭེ,1,0
ཏྴྱ,1,0
ཏྵཱ,1,0
ཏྵི,1,0
ཏྵྚ,1,0
ཏྵྱཱ,1,0
ཏྶཱེ,1,0
ཏྶིཾ,1,0
ཏྶྀ,1,0
ཏྶྑ,1,0
ཏྶྛ,1,0
ཏྶྟི,1,0
ཏྶྟོ,1,0
ཏྶྟྲཱི,1,0
ཏྶྟྲི,1,0
ཏྶྠ,1,0
ཏྶྠཱ,1,0
ཏྶྡཱུ,1,0
ཏྶྣི,1,0
ཏྶྣྱཽ,1,0
ཏྶྨྲྀ,1,0
ཏྶྭི,1,0
ཏྶྭེ,1,0
ཏྶྱཱི,1,0
ཏྶྱཱཾ,1,0
ཏྶྲི,1,0
ཏྶྲུ,1,0
ཏྷཱོྃ,1,0
ཏྷོ,1,0
ཏྷཾ,1,0
ཏྷྨ,1,0
ཏྷྭེ,1,0
ཏྷྱུ,1,0
ཏྷྲཾ,1,0
ཏྸཱ,1,0
ཏྻཱཾ,1,0
ཏྻི,1,0
ཏྻེ,1,0
ཏྻཾ,1,0
ཏྼཾ,1,0
ཐཱུཾ,1,0
ཐེྃ,1,0
ཐཽཽ,1,0
ཐཾྃ,1,0
ཐྐི,1,0
ཐྐུ,1,0
ཐྐྃ,1,0
ཐྐྠྐ,1,0
ཐྐྠྐཱི,1,0
ཐྐྠྐཱུ,1,0
ཐྐྠྐླཱི,1,0
ཐྐྠྐྼཱི,1,0
ཐྐྲཱ,1,0
ཐྐླི,1,0
ཐྐྴྵྙྤྶ,1,0
ཐྐྷིྃ,1,0
ཐྐྼི,1,0
ཐྔ,1,0
ཐྚཱ,1,0
ཐྟོ,1,0
ཐྠཾ,1,0
ཐྠྷཱ,1,0
ཐྣྲ,1,0
ཐྤཱུ,1,0
ཐྦཱི,1,0
ཐྦཱིཾ,1,0
ཐྦཱེ,1,0
ཐྦྷ,1,0
ཐྨ,1,0
ཐྨི,1,0
ཐྨྲ,1,0
ཐྭཱ,1,0
ཐྭཱཾ,1,0
ཐྭེ,1,0
ཐྱཱེ,1,0
ཐྱུ,1,0
ཐྲུ,1,0
ཐྲེ,1,0
ཐྲཾ,1,0
ཐླ,1,0
ཐླྀཾ,1,0
ཐླྷཱིྃ,1,0
ཐླྷི,1,0
ཐྷཻ,1,0
ཐྷཾ,1,0
ཐྷྱ,1,0
ཐྷྲ,1,0
ཐྸྐ,1,0
ཐྺཱི,1,0
ཐྻཱི,1,0
ད༵༷,1,0
ད༵ཾ,1,0
ད༷༷,1,0
དོ༷༷,1,0
དཱིི,1,0
དཱུཾ,1,0
དཱཻ,1,0
དཱཽ,1,0
དཱྱ,1,0
དིིི,1,0
དིོ,1,0
དཻེ,1,0
དཻཻེ,1,0
དོཾྃ,1,0
དཽོ,1,0
དཽྃ,1,0
དྐཾ,1,0
དྐྚེ,1,0
དྐྟི,1,0
དྐྟྟ,1,0
དྐྭ,1,0
དྐྵཱི,1,0
དྐྵི,1,0
དྐྵུ,1,0
དྐྵོ,1,0
དྐྵྱ,1,0
དྑཱ,1,0
དྑེ,1,0
དྑྱ,1,0
དྒཱཾ,1,0
དྒྟ,1,0
དྒྭ,1,0
དྒྱ,1,0
དྒྲཱི,1,0
དྒྲི,1,0
དྒྲུ,1,0
དྒྷོ,1,0
དྒྷྭེ,1,0
དྔྷི,1,0
དྔྷིཾ,1,0
དྔྷེ,1,0
དྔྷཾ,1,0
དྔྷྱྭ,1,0
དྙྭཾ,1,0
དྚཱ,1,0
དྛ,1,0
དྜ,1,0
དྜྷཱ,1,0
དྜྷྱ,1,0
དྞྜི,1,0
དྞྞ,1,0
དྞྞོ,1,0
དྟཽ,1,0
དྟྟཱ,1,0
དྟྟི,1,0
དྟྨ,1,0
དྟྨཱ,1,0
དྟྭེ,1,0
དྟྱ,1,0
དྟྱཾ,1,0
དྟྲཾ,1,0
དྟྷི,1,0
དྟྷུ,1,0
དྟྷྱ,1,0
དྟྷྱཽ,1,0
དྠཱི,1,0
དྠི,1,0
དྠུ,1,0
དྠེ,1,0
དྡཱོ,1,0
དྡྀ,1,0
དྡྟ,1,0
དྡྟཱཾ,1,0
དྡྡྷ,1,0
དྡྡྷི,1,0
དྡྦཱ,1,0
དྡྦྷི,1,0
དྡྨ,1,0
དྡྭཱི,1,0
དྡྱཱེ,1,0
དྡྱུ,1,0
དྡྲེ,1,0
དྡྲོ,1,0
དྡྲཽ,1,0
དྡླཱ,1,0
དྡྷེ༵,1,0
དྡྷ༷,1,0
དྡྷོ༷,1,0
དྡྷཱིཾ,1,0
དྡྷཱུཾ,1,0
དྡྷཱོ,1,0
དྡྷིྃ,1,0
དྡྷུཾ,1,0
དྡྷོཾ,1,0
དྡྷྨ,1,0
དྡྷྭི,1,0
དྡྷྱཽ,1,0
དྡྷྱྃ,1,0
དྡྺཱ,1,0
དྡྻཱ,1,0
དྡྼཱ,1,0
དྣཱཾ,1,0
དྣོ,1,0
དྣཾ,1,0
དྣྣ,1,0
དྣྲ,1,0
དྤཱུ,1,0
དྥུ,1,0
དྦཱུ,1,0
དྦཱཾ,1,0
དྦིཾ,1,0
དྦྦ,1,0
དྦྱཱཾ,1,0
དྦྱུ,1,0
དྦྲི,1,0
དྦྲུ,1,0
དྦྷུཾ,1,0
དྦྷྀ,1,0
དྦྷྱི,1,0
དྦྷྱུ,1,0
དྦྷྲཱཾ,1,0
དྦྷྲྀཾ,1,0
དྨོ༷༷,1,0
དྨཱཱ,1,0
དྨཱུ,1,0
དྨཱེ,1,0
དྨཱོ,1,0
དྨྀ,1,0
དྨ྄,1,0
དྨྨ,1,0
དྨྱ,1,0
དྨྲི,1,0
དྨྲྀ,1,0
དྩ,1,0
དྩི,1,0
དྩུ,1,0
དྪུ,1,0
དྪྱཱ,1,0
དྫཱ,1,0
དྫེ,1,0
དྫྙཱ,1,0
དྫྭ,1,0
དྭཱིཾ,1,0
དྭཱུ,1,0
དྭྀ,1,0
དྭྱེ,1,0
དྭྱོ,1,0
དྱཱཻ,1,0
དྱིཾ,1,0
དྱིུ,1,0
དྱུཾ,1,0
དྱེཾ,1,0
དྱཽཾ,1,0
དྱྀ,1,0
དྱ྄ྃ,1,0
དྱླྀ,1,0
དྲྀ༵,1,0
དྲ༷༷,1,0
དྲིུ,1,0
དྲེྃ,1,0
དྲྭཽ,1,0
དྲྭྀ,1,0
དླཱ,1,0
དློ,1,0
དླྦཱི,1,0
དླྷ,1,0
དྴེ,1,0
དྴྡྱྭ,1,0
དྵི,1,0
དྵཽ,1,0
དྶྟ,1,0
དྶྟྲི,1,0
དྶྨ,1,0
དྶྨཱ,1,0
དྶྨྲྀ,1,0
དྶྲི,1,0
དྷི༷,1,0
དྷཱ༵,1,0
དྷཱ༷,1,0
དྷཱཱུ,1,0
དྷཱིཾ,1,0
དྷཱིྂ,1,0
དྷཱེུ,1,0
དྷཱཽ,1,0
དྷཱྭཾ,1,0
དྷིྃ,1,0
དྷུ༵,1,0
དྷཻཾ,1,0
དྷྒཱ,1,0
དྷྜ,1,0
དྷྟཱ,1,0
དྷྟི,1,0
དྷྡ,1,0
དྷྡི,1,0
དྷྡྷཾ,1,0
དྷྡྷྲཱྀ,1,0
དྷྡྷྼཱྀ,1,0
དྷྣཱཾ,1,0
དྷྣྲ,1,0
དྷྤྲི,1,0
དྷྦ,1,0
དྷྦཱ,1,0
དྷྨཱི,1,0
དྷྨོ,1,0
དྷྨྲ,1,0
དྷྭཱོ,1,0
དྷྭིཾ,1,0
དྷྭེཾ,1,0
དྷྭྲྀ,1,0
དྷྱཱུ,1,0
དྷྱཱྃ,1,0
དྷྱྷ,1,0
དྷྲཱོ,1,0
དྷྲཱཾ,1,0
དྷྲུུ,1,0
དྷྲ྄ི,1,0
དྷྲྭྀ,1,0
དྷྲྱི,1,0
དྷྶྭ,1,0
དྷྷཱ,1,0
དྷྷིཾ,1,0
དྷྷེ,1,0
དྷྷོ,1,0
དྷྷྱ,1,0
དྷྷྱེ,1,0
དྷྷྱཽ,1,0
དྺ,1,0
དྻཱི,1,0
དྻཻ,1,0
དྻོཽ,1,0
དྻྲ,1,0
དྻྻཱ,1,0
དྼ,1,0
དྼཱ,1,0
དྼཱི,1,0
དྼོ,1,0
ན༵༷,1,0
ན༷ཾ,1,0
ནཱི༵,1,0
ནཱི༷༷,1,0
ནཱོཾ,1,0
ནིྃ,1,0
ནུཾྃ,1,0
ནཻཻ,1,0
ནོྃ,1,0
ནཾཾ,1,0
ནྐཱུ,1,0
ནྐེ,1,0
ནྐོ,1,0
ནྐཾ,1,0
ནྐྲྀ,1,0
ནྐྵི,1,0
ནྐྵེ,1,0
ནྑ,1,0
ནྒཱ,1,0
ནྒོ,1,0
ནྒྷ,1,0
ནྒྷུ,1,0
ནྔཱ,1,0
ནྔཱཻ,1,0
ནྔྟི,1,0
ནྔྡ,1,0
ནྔྱཱ,1,0
ནྔྴུ,1,0
ནྔྷཱུ,1,0
ནྔྷཱེ,1,0
ནྔྷཾ,1,0
ནྔྷྲ,1,0
ནྕི,1,0
ནྖ,1,0
ནྗེ,1,0
ནྙ,1,0
ནྙཱ,1,0
ནྙཱྀ,1,0
ནྙུ,1,0
ནྚཱི,1,0
ནྚིཾ,1,0
ནྚོ,1,0
ནྛཱ,1,0
ནྛེ,1,0
ནྛྞཱ,1,0
ནྜཻ,1,0
ནྜོ,1,0
ནྜྀ,1,0
ནྜྱ,1,0
ནྜྷི,1,0
ནྜྷྱ,1,0
ནྞཱ,1,0
ནྞེ,1,0
ནྞོ,1,0
ནྞྞ,1,0
ནྟ༷,1,0
ནྟཱིུ,1,0
ནྟཱོ,1,0
ནྟུུ,1,0
ནྟཻུ,1,0
ནྟཽུ,1,0
ནྟེཾ,1,0
ནྟྎཾ,1,0
ནྟྔཱཾ,1,0
ནྟྟཱཾ,1,0
ནྟྟོ,1,0
ནྟྟྟ,1,0
ནྟྣ,1,0
ནྟྣུ,1,0
ནྟྤ,1,0
ནྟྨ,1,0
ནྟྭི,1,0
ནྟྭཾ,1,0
ནྟྱཱེ,1,0
ནྟྱཱཻ,1,0
ནྟྱཽ,1,0
ནྟྲྻ,1,0
ནྟྶུ,1,0
ནྟྶེ,1,0
ནྟྶྭ,1,0
ནྟྶྱ,1,0
ནྟྷྱཾ,1,0
ནྠཽ,1,0
ནྡ༷,1,0
ནྡིུ,1,0
ནྡྐ,1,0
ནྡྒ,1,0
ནྡྔ,1,0
ནྡྟ,1,0
ནྡྟཱ,1,0
ནྡྟི,1,0
ནྡྟྷི,1,0
ནྡྡྷཾ,1,0
ནྡྣ,1,0
ནྡྣཾ,1,0
ནྡྦཱ,1,0
ནྡྦྷ,1,0
ནྡྦྷི,1,0
ནྡྨི,1,0
ནྡྨེ,1,0
ནྡྭི,1,0
ནྡྭཽ,1,0
ནྡྱཱི,1,0
ནྡྱི,1,0
ནྡྱུ,1,0
ནྡྱེ,1,0
ནྡྱོ,1,0
ནྡྲ༵,1,0
ནྡྲ༷༷,1,0
ནྡྲཱུ,1,0
ནྡྲཱྀ,1,0
ནྡྲ྄ཱྀ,1,0
ནྡྲིཾ,1,0
ནྡྲྭཱ,1,0
ནྡྶ,1,0
ནྡྶྭེ,1,0
ནྡྷེ༵,1,0
ནྡྷུ༷,1,0
ནྡྷིུ,1,0
ནྡྷྣཱ,1,0
ནྡྷྭཱ,1,0
ནྡྷྭཻ,1,0
ནྡྷྲེ,1,0
ནྡྷྷཱི,1,0
ནྡྻ,1,0
ནྣྣཱ,1,0
ནྣྱཽ,1,0
ནྣྲ,1,0
ནྤཱཾ,1,0
ནྤོ,1,0
ནྤཽ,1,0
ནྤྱི,1,0
ནྤྲཱི,1,0
ནྤྲེ,1,0
ནྤྲཽ,1,0
ནྤྷ,1,0
ནྤྷཾ,1,0
ནྦཱུ,1,0
ནྦཻ,1,0
ནྦྨ,1,0
ནྦྱུ,1,0
ནྦྲཱ,1,0
ནྦྲེ,1,0
ནྦྷྱ,1,0
ནྦྷྱཱ,1,0
ནྦྷྱོ,1,0
ནྨྭ,1,0
ནྨྱ,1,0
ནྨླཱ,1,0
ནྩཱི,1,0
ནྩཱུ,1,0
ནྩེ,1,0
ནྪཱ,1,0
ནྪི,1,0
ནྪཾ,1,0
ནྪྀ,1,0
ནྫཱི,1,0
ནྫྨ,1,0
ནྫྲཱ,1,0
ནྫྷ,1,0
ནྭཱིཾ,1,0
ནྭྀ,1,0
ནྯི,1,0
ནྱཱེ,1,0
ནྱཱོ,1,0
ནྱིེ,1,0
ནྱྱོ,1,0
ནྱྲྲྲྲྲཾ,1,0
ནྲྀ༵,1,0
ནྲ྄,1,0
ནྲྷི,1,0
ནླཽ,1,0
ནླཾ,1,0
ནྴཾ,1,0
ནྵི,1,0
ནྵྚཱ,1,0
ནྵྚི,1,0
ནྶྟ,1,0
ནྶྟཱཾ,1,0
ནྶྟི,1,0
ནྶྟུ,1,0
ནྶྠཱ,1,0
ནྶྠི,1,0
ནྶྣི,1,0
ནྶྤྱ,1,0
ནྶྭཾ,1,0
ནྶྱ,1,0
ནྶྱཱ,1,0
ནྶྶཱ,1,0
ནྶྷ,1,0
ནྷཱི,1,0
ནྷིཾ,1,0
ནྷཻ,1,0
ནྷྦི,1,0
ནྷྨ,1,0
ནྷྭ,1,0
ནྷྭེ,1,0
ནྷྱི,1,0
ནྷྱཻ,1,0
ནྷྱོ,1,0
ནྷྲཱཾ,1,0
ནྷྲཾ,1,0
ནྷྶི,1,0
ནྷྷཱ,1,0
ནྷྷཱི,1,0
ནྺ,1,0
ནྻཱ,1,0
ནྻཻ,1,0
ནྻཾ,1,0
ནྼཽ,1,0
ནྼཾ,1,0
པི༵,1,0
པ༵ཾ,1,0
པ༷༵,1,0
པོ༷༷,1,0
པི༷,1,0
པཱུ༵,1,0
པཱུྃ,1,0
པཱཻ,1,0
པ྄ཱཽ,1,0
པིྀ,1,0
པཱུ,1,0
པེྃ,1,0
པོི,1,0
པཾྃ,1,0
པ྄྄,1,0
པྐ,1,0
པྐྱ,1,0
པྑླི,1,0
པྒ,1,0
པྔཾ,1,0
པྔྷྭཾ,1,0
པྕ,1,0
པྕྩཱཾ,1,0
པྙྩ,1,0
པྜི,1,0
པྜཽ,1,0
པྞཱ,1,0
པྟཱེ,1,0
པྟྀ,1,0
པྟ྄,1,0
པྟྭ,1,0
པྟྭཾ,1,0
པྟྲཱི,1,0
པྠི,1,0
པྠཻ,1,0
པྡྱ,1,0
པྡྲྀ,1,0
པྡྷཱཾ,1,0
པྡྷེ,1,0
པྡྷཾ,1,0
པྡྷྭེ,1,0
པྡྷྲཾ,1,0
པྣ༷,1,0
པྣཻ,1,0
པྣྡྷ,1,0
པྤཾ,1,0
པྤྃ,1,0
པྤྱཱ,1,0
པྤྱཾ,1,0
པྤྲྀ,1,0
པྤྷཱ,1,0
པྥུ,1,0
པྥྤྥྷྨ,1,0
པྥྤྦྷྨ,1,0
པྥྤྦྷྨཱ,1,0
པྦྱ,1,0
པྦླ,1,0
པྦྶྱ,1,0
པྨོ,1,0
པྩོ,1,0
པྫཱ,1,0
པྫཱཾ,1,0
པྫོ,1,0
པྭི,1,0
པྭོ,1,0
པྭཾ,1,0
པྱ༷,1,0
པྱྀ,1,0
པྱྃ,1,0
པྲཱིཾ,1,0
པྲཱེ,1,0
པྲཱྃ,1,0
པྲྭཱ,1,0
པྲླ,1,0
པླཱུ,1,0
པླིཾ,1,0
པླེ,1,0
པླྃ,1,0
པླྐ,1,0
པླྔ,1,0
པླྲྀ,1,0
པྵ,1,0
པྶཱཾཾ,1,0
པྶིུ,1,0
པྶོ,1,0
པྶྱེ,1,0
པྶྲུ,1,0
པྷུཾ,1,0
པྷོ,1,0
པྷཾ,1,0
པྷྃ,1,0
པྷྭ,1,0
པྷྱཾ,1,0
པྷྲ,1,0
པྻྲི,1,0
ཕཱུཾ,1,0
ཕཱུྃ,1,0
ཕཱོཾ,1,0
ཕཱྃ,1,0
ཕེུ,1,0
ཕཻུ,1,0
ཕཻཾཾ,1,0
ཕཽྃ,1,0
ཕ྄,1,0
ཕྙ,1,0
ཕྙཾ,1,0
ཕྤ,1,0
ཕྤྵ,1,0
ཕྥོ,1,0
ཕྥཾ,1,0
ཕྥྤྷྨཱ,1,0
ཕྥྷཱ,1,0
ཕྦྷྨ,1,0
ཕྨྟ,1,0
ཕྭ,1,0
ཕྭི,1,0
ཕྱེ༷༷,1,0
ཕྱཱྃ,1,0
ཕྱིིིི,1,0
ཕྱོུཾ,1,0
ཕྱུཾ,1,0
ཕྱོཾ,1,0
ཕྱྃ,1,0
ཕྱྭྃ,1,0
ཕྲེ༷,1,0
ཕྲཱ,1,0
ཕྲིི,1,0
ཕྲཻཾ,1,0
ཕྲཽཾ,1,0
ཕློ,1,0
ཕྷཱ,1,0
ཕྷུ,1,0
བ༵༷,1,0
བོ༷༷,1,0
བཱི༵,1,0
བཱིི,1,0
བཱཽ,1,0
བུུྃ,1,0
བུཾཾ,1,0
བྀུ,1,0
བུྂ,1,0
བུྃྃ,1,0
བ྄ུ,1,0
བེཻ,1,0
བཻེ,1,0
བོེཾ,1,0
བཽོ,1,0
བ྄ི,1,0
བྐཱ,1,0
བྐུཾ,1,0
བྐྵ,1,0
བྒཱ,1,0
བྒཱུ,1,0
བྒི,1,0
བྒཾ,1,0
བྔཱ,1,0
བྔི,1,0
བྔྲཱ,1,0
བྔྷི,1,0
བྔྷཾ,1,0
བྔྷྱ,1,0
བྕ,1,0
བྗ,1,0
བྙ,1,0
བྙཱ,1,0
བྙྱཱ,1,0
བྚུ,1,0
བྛ,1,0
བྜུ,1,0
བྜྷོ,1,0
བྞུ,1,0
བྟཱི,1,0
བྟཱུ,1,0
བྟེཾ,1,0
བྟཻ,1,0
བྟཽ,1,0
བྟྀ,1,0
བྟྣཱི,1,0
བྟྣོ,1,0
བྟྭ,1,0
བྟྱ,1,0
བྟྱཱ,1,0
བྟྲྀ,1,0
བྟྷ,1,0
བྟྷུཾ,1,0
བྠི,1,0
བྡཽ,1,0
བྡྡྭ,1,0
བྡྭ,1,0
བྡྱཱ,1,0
བྡྱཱཾ,1,0
བྡྲཱ,1,0
བྡྷཱི,1,0
བྡྷིཾ,1,0
བྡྷྭ,1,0
བྡྷྭཱ,1,0
བྡྷྱཱ,1,0
བྡྻུ,1,0
བྣི,1,0
བྣྃ,1,0
བྣྲ,1,0
བྤི,1,0
བྤེ,1,0
བྤཻ,1,0
བྤྱ,1,0
བྦུ,1,0
བྦྨ,1,0
བྦྱཱ,1,0
བྦྱོ,1,0
བྦྷཱུ,1,0
བྦྷུ,1,0
བྦྷེ,1,0
བྦྷཾ,1,0
བྦྷྱཾ,1,0
བྦྷྲཱ,1,0
བྦྷྲཱི,1,0
བྦྼཱྀ,1,0
བྦྼྀ,1,0
བྨོ,1,0
བྨྱ,1,0
བྨྱོ,1,0
བྩཱུ,1,0
བྫཻ,1,0
བྫཽ,1,0
བྫྫུ,1,0
བྫྱ,1,0
བྭཱ,1,0
བྭཱུ,1,0
བྭུ,1,0
བྭྀ,1,0
བྱཱ༵,1,0
བྱུུ,1,0
བྱཻཻ,1,0
བྱོཾ,1,0
བྱོྃ,1,0
བྱ྄,1,0
བྱྟ,1,0
བྱྦ,1,0
བྱྱུ,1,0
བྲཱེ,1,0
བྲིྀ,1,0
བྲེུ,1,0
བྲེི,1,0
བྲྔ,1,0
བྲྗ,1,0
བྲྟི,1,0
བྲྟྟ,1,0
བྲྡེ,1,0
བྲྡྷ,1,0
བྲྦྲི,1,0
བྲྭྃ,1,0
བྲྱྒ,1,0
བྲྸྀ,1,0
བླཽ༵,1,0
བླཱུ,1,0
བླཾྃ,1,0
བླ྄,1,0
བླྐ,1,0
བླྷཱིཾ,1,0
བྴ,1,0
བྴུ,1,0
བྶཱུ,1,0
བྶཱཾ,1,0
བྶུ,1,0
བྶོ,1,0
བྶྟུ,1,0
བྶྲི,1,0
བྷེ༵,1,0
བྷ༷,1,0
བྷཱཱུ,1,0
བྷཱིཾ,1,0
བྷཱེཾ,1,0
བྷཱཻ,1,0
བྷཱྀཾ,1,0
བྷུ༵,1,0
བྷཽཾ,1,0
བྷྀཾ,1,0
བྷྙ,1,0
བྷྞ,1,0
བྷྞཱཾ,1,0
བྷྟ,1,0
བྷྟྱོ,1,0
བྷྦྷླཱི,1,0
བྷྦྷླི,1,0
བྷྨཱ,1,0
བྷྭོཾ,1,0
བྷྱཱེ,1,0
བྷྱཱོ,1,0
བྷྱཱཾཾ,1,0
བྷྱྃ,1,0
བྷྱྭ,1,0
བྷྱྭི,1,0
བྷྱྲ,1,0
བྷྱྷ,1,0
བྷྲཱཱུྃ,1,0
བྷྲཱུ༷,1,0
བྷྲཱུྃཾ,1,0
བྷྲཱྀཾ,1,0
བྷྲཱྃ,1,0
བྷྲཻཾ,1,0
བྷྲླ,1,0
བྷྲྸྀ,1,0
བྷླུ,1,0
བྷྷ,1,0
བྷྷྱཱཾ,1,0
བྷྻ,1,0
བྻྱ,1,0
མེ༵༵,1,0
མཻ༵,1,0
མ༵ཾ,1,0
མཱ༷,1,0
མཱཱ,1,0
མཱིུ,1,0
མཱུྂ,1,0
མཱཻ,1,0
མཱོཾ,1,0
མཱཽ,1,0
མ྄ཱ,1,0
མིིི,1,0
མུ༵ྃ,1,0
མུ༷༷,1,0
མོུ,1,0
མོིུ,1,0
མཻྃ,1,0
མོི,1,0
མོེ,1,0
མཽཾ,1,0
མྀཾ,1,0
མྐྟེ,1,0
མྐྲ,1,0
མྑྱ,1,0
མྔེ,1,0
མྔྦྱཾ,1,0
མྔྷྱཾ,1,0
མྙཱ,1,0
མྙུ,1,0
མྚེ,1,0
མྚེོ,1,0
མྛཱ,1,0
མྜ,1,0
མྜྷ,1,0
མྞེ,1,0
མྞོ,1,0
མྞྱ,1,0
མྟུ,1,0
མྟཾ,1,0
མྟ྄,1,0
མྟྣ,1,0
མྟྲ,1,0
མྠཱུ,1,0
མྠི,1,0
མྠུ,1,0
མྠྲཱ,1,0
